Date,Open,High,Low,Close,Adj Close,Volume
2016-12-14,4778.959961,4790.629883,4765.009765999999,4769.240234000001,4769.240234000001,109393800.0
2016-12-15,4776.830078,4830.299805,4776.330078,4819.22998,4819.22998,141188300.0
2016-12-16,4815.350098,4856.959961,4804.700195,4833.27002,4833.27002,206338400.0
2016-12-19,4820.490234000001,4829.549805,4812.080078,4822.77002,4822.77002,94842000.0
2016-12-20,4822.299805,4852.580078,4815.22998,4849.8901369999985,4849.8901369999985,87772700.0
2016-12-21,4831.560059,4851.52002,4821.240234000001,4833.819824,4833.819824,66626600.0
2016-12-22,4825.149902,4841.649902,4818.810059,4834.629883,4834.629883,65716200.0
2016-12-23,4837.410156,4844.799805,4825.930176,4839.680176,4839.680176,48362600.0
2016-12-27,4840.169922,4852.549805,4837.0,4848.279785,4848.279785,35125700.0
2016-12-28,4846.1401369999985,4851.509765999999,4840.1401369999985,4848.009765999999,4848.009765999999,49371200.0
2016-12-29,4824.75,4845.669922,4822.290039,4838.470215,4838.470215,45150100.0
2016-12-30,4837.680176,4864.290039,4825.1401369999985,4862.310059,4862.310059,53055000.0
2017-01-02,4845.959961,4896.009765999999,4843.930176,4882.379883,4882.379883,34310400.0
2017-01-03,4904.77002,4929.600098,4896.1098630000015,4899.330078,4899.330078,82609500.0
2017-01-04,4912.950195,4913.939941,4879.22998,4899.399902,4899.399902,77276800.0
2017-01-05,4881.720215,4905.839844,4874.790039,4900.6401369999985,4900.6401369999985,88092000.0
2017-01-06,4885.189941,4911.490234000001,4874.419922,4909.839844,4909.839844,73709000.0
2017-01-09,4915.350098,4915.600098,4867.830078,4887.569824,4887.569824,72709600.0
2017-01-10,4894.450195,4906.149902,4868.5,4888.22998,4888.22998,92809300.0
2017-01-11,4890.040039,4916.47998,4856.5,4888.709961,4888.709961,99652700.0
2017-01-12,4873.009765999999,4889.209961,4857.439941,4863.970215,4863.970215,99417200.0
2017-01-13,4889.450195,4924.580078,4883.060059,4922.490234000001,4922.490234000001,106285900.0
2017-01-16,4883.430176,4911.3901369999985,4879.799805,4882.180176,4882.180176,71928500.0
2017-01-17,4865.189941,4889.160156,4841.680176,4859.689941,4859.689941,87737000.0
2017-01-18,4874.310059,4875.740234000001,4827.1098630000015,4853.399902,4853.399902,88911500.0
2017-01-19,4859.759765999999,4867.580078,4829.819824,4841.1401369999985,4841.1401369999985,95638900.0
2017-01-20,4834.299805,4869.379883,4818.879883,4850.669922,4850.669922,117756800.0
2017-01-23,4816.97998,4842.970215,4800.3901369999985,4821.410156,4821.410156,78546600.0
2017-01-24,4831.950195,4840.5,4816.72998,4830.029785,4830.029785,87954000.0
2017-01-25,4865.089844,4890.160156,4854.549805,4877.669922,4877.669922,114294300.0
2017-01-26,4891.8598630000015,4901.069824,4855.759765999999,4867.240234000001,4867.240234000001,94017900.0
2017-01-27,4867.310059,4867.310059,4829.700195,4839.97998,4839.97998,79429000.0
2017-01-30,4823.5,4830.689941,4771.97998,4784.6401369999985,4784.6401369999985,83384600.0
2017-01-31,4790.279785,4812.549805,4748.899902,4748.899902,4748.899902,98487800.0
2017-02-01,4786.850098,4823.810059,4782.6098630000015,4794.580078,4794.580078,97905700.0
2017-02-02,4785.1401369999985,4812.310059,4774.180176,4794.290039,4794.290039,98607300.0
2017-02-03,4808.459961,4847.470215,4803.910156,4825.419922,4825.419922,80815700.0
2017-02-06,4829.680176,4841.169922,4773.350098,4778.080078,4778.080078,76878800.0
2017-02-07,4762.169922,4787.939941,4750.029785,4754.470215,4754.470215,83945400.0
2017-02-08,4768.0,4790.290039,4733.819824,4766.600098,4766.600098,102120800.0
2017-02-09,4793.009765999999,4831.310059,4769.8598630000015,4826.240234000001,4826.240234000001,100798200.0
2017-02-10,4842.910156,4845.450195,4815.669922,4828.319824,4828.319824,122653200.0
2017-02-13,4844.220215,4906.709961,4841.600098,4888.189941,4888.189941,102000800.0
2017-02-14,4887.22998,4897.8901369999985,4878.790039,4895.819824,4895.819824,95785900.0
2017-02-15,4910.569824,4932.350098,4902.160156,4924.8598630000015,4924.8598630000015,96447600.0
2017-02-16,4925.540039,4928.25,4890.47998,4899.459961,4899.459961,91475500.0
2017-02-17,4896.970215,4903.160156,4843.009765999999,4867.580078,4867.580078,102966800.0
2017-02-20,4894.25,4901.410156,4856.120117,4864.990234000001,4864.990234000001,68415900.0
2017-02-21,4865.8901369999985,4900.379883,4849.910156,4888.759765999999,4888.759765999999,83739300.0
2017-02-22,4899.649902,4922.6401369999985,4866.120117,4895.879883,4895.879883,99237500.0
2017-02-23,4900.799805,4916.439941,4880.490234000001,4891.290039,4891.290039,107821600.0
2017-02-24,4886.509765999999,4890.1098630000015,4806.490234000001,4845.240234000001,4845.240234000001,117178100.0
2017-02-27,4864.129883,4869.509765999999,4833.77002,4845.180176,4845.180176,89282400.0
2017-02-28,4862.649902,4865.950195,4836.529785,4858.580078,4858.580078,96712700.0
2017-03-01,4897.47998,4970.6401369999985,4897.47998,4960.830078,4960.830078,120246400.0
2017-03-02,4965.27002,4972.879883,4955.410156,4963.799805,4963.799805,106837200.0
2017-03-03,4953.299805,5002.319824,4948.720215,4995.129883,4995.129883,105338700.0
2017-03-06,4983.959961,4985.240234000001,4960.259765999999,4972.189941,4972.189941,90426900.0
2017-03-07,4974.790039,4974.790039,4941.259765999999,4955.0,4955.0,79830000.0
2017-03-08,4941.180176,4976.040039,4933.77002,4960.47998,4960.47998,82332500.0
2017-03-09,4950.529785,4988.629883,4939.870117,4981.509765999999,4981.509765999999,114473500.0
2017-03-10,4994.0,5022.100098,4990.149902,4993.319824,4993.319824,103802900.0
2017-03-13,4997.879883,5013.080078,4986.060059,4999.600098,4999.600098,84024800.0
2017-03-14,5006.049805,5006.049805,4958.879883,4974.259765999999,4974.259765999999,91792700.0
2017-03-15,4980.049805,4989.299805,4966.049805,4985.47998,4985.47998,81890200.0
2017-03-16,5027.100098,5031.569824,5004.620117,5013.379883,5013.379883,113121800.0
2017-03-17,5006.709961,5037.850098,5001.3901369999985,5029.240234000001,5029.240234000001,160166500.0
2017-03-20,5008.080078,5030.060059,5004.080078,5012.160156,5012.160156,64225900.0
2017-03-21,5030.200195,5054.910156,4990.6401369999985,5002.430176,5002.430176,93549600.0
2017-03-22,4969.1098630000015,5005.060059,4953.569824,4994.700195,4994.700195,99409000.0
2017-03-23,4996.620117,5032.939941,4980.560059,5032.759765999999,5032.759765999999,89305600.0
2017-03-24,5027.189941,5027.189941,5003.580078,5020.899902,5020.899902,68967900.0
2017-03-27,4975.089844,5017.879883,4971.069824,5017.430176,5017.430176,94079200.0
2017-03-28,5027.129883,5048.1098630000015,5008.669922,5046.200195,5046.200195,85350200.0
2017-03-29,5063.700195,5073.22998,5044.419922,5069.040039,5069.040039,86407300.0
2017-03-30,5075.6098630000015,5090.919922,5063.069824,5089.6401369999985,5089.6401369999985,73882900.0
2017-03-31,5077.299805,5122.509765999999,5067.740234000001,5122.509765999999,5122.509765999999,103369500.0
2017-04-03,5130.180176,5132.930176,5083.1401369999985,5085.910156,5085.910156,81634900.0
2017-04-04,5087.600098,5101.129883,5076.350098,5101.129883,5101.129883,84044500.0
2017-04-05,5104.709961,5123.779785,5087.680176,5091.850098,5091.850098,84135600.0
2017-04-06,5063.620117,5126.740234000001,5051.6098630000015,5121.439941,5121.439941,88623600.0
2017-04-07,5104.72998,5135.279785,5098.049805,5135.279785,5135.279785,84781300.0
2017-04-10,5127.3598630000015,5127.3598630000015,5097.560059,5107.450195,5107.450195,70156500.0
2017-04-11,5086.6098630000015,5119.180176,5068.25,5101.8598630000015,5101.8598630000015,93608500.0
2017-04-12,5114.5,5142.810059,5093.97998,5101.1098630000015,5101.1098630000015,100135100.0
2017-04-13,5090.47998,5090.47998,5062.319824,5071.100098,5071.100098,97291600.0
2017-04-18,5078.25,5080.029785,4990.25,4990.25,4990.25,140164900.0
2017-04-19,4987.290039,5011.330078,4980.410156,5003.72998,5003.72998,112517100.0
2017-04-20,4992.470215,5093.600098,4989.259765999999,5077.910156,5077.910156,134681300.0
2017-04-21,5063.3598630000015,5081.6098630000015,5029.060059,5059.200195,5059.200195,165386200.0
2017-04-24,5267.879883,5295.470215,5228.540039,5268.850098,5268.850098,228792800.0
2017-04-25,5274.3598630000015,5293.3901369999985,5259.629883,5277.879883,5277.879883,115584900.0
2017-04-26,5272.8598630000015,5296.52002,5270.319824,5287.879883,5287.879883,120017900.0
2017-04-27,5276.970215,5278.959961,5261.72998,5271.700195,5271.700195,113942900.0
2017-04-28,5267.660156,5287.850098,5265.3598630000015,5267.330078,5267.330078,122645300.0
2017-05-02,5284.879883,5305.950195,5274.290039,5304.149902,5304.149902,104617800.0
2017-05-03,5299.740234000001,5301.6098630000015,5282.450195,5301.0,5301.0,97848100.0
2017-05-04,5309.3901369999985,5372.419922,5304.459961,5372.419922,5372.419922,152534000.0
2017-05-05,5344.919922,5432.399902,5343.02002,5432.399902,5432.399902,138533800.0
2017-05-08,5442.100098,5442.100098,5374.200195,5382.950195,5382.950195,116136600.0
2017-05-09,5404.1401369999985,5413.600098,5394.129883,5398.009765999999,5398.009765999999,103174700.0
2017-05-10,5398.810059,5402.339844,5377.75,5400.459961,5400.459961,100058200.0
2017-05-11,5409.899902,5409.990234000001,5356.410156,5383.419922,5383.419922,124960400.0
2017-05-12,5386.790039,5405.419922,5375.47998,5405.419922,5405.419922,158409000.0
2017-05-15,5411.27002,5417.399902,5384.540039,5417.399902,5417.399902,97533000.0
2017-05-16,5398.149902,5417.169922,5389.870117,5406.100098,5406.100098,95519900.0
2017-05-17,5375.839844,5394.879883,5297.430176,5317.8901369999985,5317.8901369999985,118949500.0
2017-05-18,5309.910156,5322.700195,5238.509765999999,5289.72998,5289.72998,124719100.0
2017-05-19,5299.399902,5334.450195,5292.120117,5324.399902,5324.399902,108705400.0
2017-05-22,5335.120117,5339.410156,5315.22998,5322.879883,5322.879883,73526700.0
2017-05-23,5317.120117,5368.879883,5314.47998,5348.160156,5348.160156,85536300.0
2017-05-24,5336.97998,5353.009765999999,5326.589844,5341.339844,5341.339844,79667800.0
2017-05-25,5360.970215,5366.700195,5323.1098630000015,5337.160156,5337.160156,66254500.0
2017-05-26,5328.8598630000015,5336.759765999999,5282.419922,5336.6401369999985,5336.6401369999985,76926600.0
2017-05-29,5327.72998,5335.779785,5316.689941,5332.470215,5332.470215,43001700.0
2017-05-30,5291.080078,5309.3598630000015,5273.560059,5305.939941,5305.939941,78126400.0
2017-05-31,5306.209961,5334.569824,5283.629883,5283.629883,5283.629883,143676300.0
2017-06-01,5290.839844,5327.600098,5287.990234000001,5318.669922,5318.669922,84194600.0
2017-06-02,5347.8598630000015,5372.970215,5328.189941,5343.410156,5343.410156,95624300.0
2017-06-05,5337.1098630000015,5343.790039,5299.759765999999,5307.8901369999985,5307.8901369999985,48932000.0
2017-06-06,5280.200195,5296.419922,5260.950195,5269.220215,5269.220215,79880200.0
2017-06-07,5261.419922,5320.040039,5254.029785,5265.529785,5265.529785,94213100.0
2017-06-08,5264.689941,5290.5,5250.680176,5264.240234000001,5264.240234000001,85052500.0
2017-06-09,5275.990234000001,5320.169922,5266.830078,5299.709961,5299.709961,79889400.0
2017-06-12,5282.580078,5286.100098,5233.689941,5240.589844,5240.589844,85538800.0
2017-06-13,5254.1401369999985,5273.870117,5248.290039,5261.740234000001,5261.740234000001,72390200.0
2017-06-14,5283.600098,5314.959961,5243.290039,5243.290039,5243.290039,97019900.0
2017-06-15,5235.3598630000015,5235.879883,5176.669922,5216.879883,5216.879883,118313500.0
2017-06-16,5243.529785,5273.680176,5236.0,5263.310059,5263.310059,164098100.0
2017-06-19,5305.220215,5331.319824,5302.049805,5310.720215,5310.720215,77527800.0
2017-06-20,5330.580078,5339.549805,5293.649902,5293.649902,5293.649902,81245800.0
2017-06-21,5273.0,5286.060059,5224.049805,5274.259765999999,5274.259765999999,83179900.0
2017-06-22,5258.680176,5286.459961,5237.330078,5281.930176,5281.930176,80688900.0
2017-06-23,5273.240234000001,5283.879883,5247.52002,5266.120117,5266.120117,66693700.0
2017-06-26,5295.040039,5323.72998,5289.560059,5295.75,5295.75,67071900.0
2017-06-27,5282.870117,5284.959961,5237.669922,5258.580078,5258.580078,90277800.0
2017-06-28,5235.830078,5273.950195,5203.899902,5252.899902,5252.899902,96381000.0
2017-06-29,5268.22998,5272.939941,5143.819824,5154.350098,5154.350098,114605600.0
2017-06-30,5157.589844,5192.3901369999985,5117.22998,5120.680176,5120.680176,97126700.0
2017-07-03,5151.189941,5200.72998,5151.189941,5195.720215,5195.720215,76373400.0
2017-07-04,5170.540039,5197.810059,5165.8598630000015,5174.899902,5174.899902,56279100.0
2017-07-05,5174.790039,5192.509765999999,5160.8598630000015,5180.100098,5180.100098,85258200.0
2017-07-06,5177.209961,5177.620117,5111.160156,5152.399902,5152.399902,91164900.0
2017-07-07,5149.790039,5155.419922,5125.990234000001,5145.160156,5145.160156,74708800.0
2017-07-10,5160.700195,5179.339844,5147.669922,5165.6401369999985,5165.6401369999985,60989800.0
2017-07-11,5172.029785,5186.439941,5135.950195,5140.600098,5140.600098,64875700.0
2017-07-12,5158.22998,5239.02002,5157.839844,5222.129883,5222.129883,83513800.0
2017-07-13,5228.930176,5259.470215,5221.580078,5235.399902,5235.399902,75719800.0
2017-07-14,5246.200195,5246.779785,5215.97998,5235.310059,5235.310059,60089700.0
2017-07-17,5238.410156,5246.22998,5214.310059,5230.169922,5230.169922,53978000.0
2017-07-18,5219.669922,5233.149902,5164.629883,5173.27002,5173.27002,75790200.0
2017-07-19,5196.129883,5218.990234000001,5174.290039,5216.069824,5216.069824,69296400.0
2017-07-20,5239.459961,5251.25,5177.72998,5199.220215,5199.220215,78772300.0
2017-07-21,5188.919922,5208.850098,5095.120117,5117.660156,5117.660156,106403800.0
2017-07-24,5133.680176,5143.47998,5094.3598630000015,5127.700195,5127.700195,0.0
2017-07-25,5130.529785,5193.189941,5130.529785,5161.080078,5161.080078,91159700.0
2017-07-26,5162.240234000001,5208.330078,5158.790039,5190.169922,5190.169922,79110400.0
2017-07-27,5181.149902,5218.560059,5172.779785,5186.950195,5186.950195,99460800.0
2017-07-28,5144.029785,5144.029785,5105.720215,5131.3901369999985,5131.3901369999985,99859600.0
2017-07-31,5127.629883,5148.149902,5092.1401369999985,5093.77002,5093.77002,87612000.0
2017-08-01,5116.899902,5148.490234000001,5087.379883,5127.029785,5127.029785,75327900.0
2017-08-02,5122.379883,5135.1401369999985,5094.6401369999985,5107.25,5107.25,82005400.0
2017-08-03,5097.1401369999985,5142.910156,5084.200195,5130.490234000001,5130.490234000001,71167300.0
2017-08-04,5122.399902,5216.399902,5118.6098630000015,5203.439941,5203.439941,78567600.0
2017-08-07,5210.72998,5220.589844,5195.259765999999,5207.8901369999985,5207.8901369999985,63788300.0
2017-08-08,5200.200195,5231.649902,5191.379883,5218.8901369999985,5218.8901369999985,62058600.0
2017-08-09,5182.049805,5183.370117,5122.5,5145.700195,5145.700195,84579800.0
2017-08-10,5140.990234000001,5148.470215,5096.189941,5115.22998,5115.22998,71793700.0
2017-08-11,5081.919922,5086.060059,5046.75,5060.919922,5060.919922,86172400.0
2017-08-14,5082.870117,5136.189941,5080.009765999999,5121.669922,5121.669922,57283400.0
2017-08-15,5141.02002,5158.5,5123.970215,5140.25,5140.25,48077600.0
2017-08-16,5159.100098,5200.160156,5159.100098,5176.6098630000015,5176.6098630000015,55940500.0
2017-08-17,5164.540039,5180.259765999999,5137.419922,5146.850098,5146.850098,64545000.0
2017-08-18,5103.470215,5117.040039,5074.450195,5114.149902,5114.149902,73461700.0
2017-08-21,5091.310059,5105.939941,5066.189941,5087.589844,5087.589844,59101700.0
2017-08-22,5112.129883,5137.540039,5101.680176,5131.8598630000015,5131.8598630000015,57269900.0
2017-08-23,5125.029785,5149.080078,5105.549805,5115.3901369999985,5115.3901369999985,58660400.0
2017-08-24,5127.709961,5136.299805,5111.8598630000015,5113.129883,5113.129883,55558700.0
2017-08-25,5121.47998,5141.049805,5098.509765999999,5104.330078,5104.330078,57203600.0
2017-08-28,5076.470215,5106.25,5066.009765999999,5079.75,5079.75,37172200.0
2017-08-29,5035.379883,5041.8901369999985,4995.069824,5031.919922,5031.919922,83662800.0
2017-08-30,5063.240234000001,5069.120117,5046.069824,5056.339844,5056.339844,61690100.0
2017-08-31,5083.120117,5104.779785,5068.439941,5085.589844,5085.589844,108192000.0
2017-09-01,5117.189941,5138.419922,5115.950195,5123.259765999999,5123.259765999999,75774600.0
2017-09-04,5088.279785,5114.700195,5088.279785,5103.970215,5103.970215,44171300.0
2017-09-05,5107.189941,5125.799805,5081.080078,5086.560059,5086.560059,72150200.0
2017-09-06,5054.319824,5114.290039,5050.089844,5101.410156,5101.410156,173147800.0
2017-09-07,5118.839844,5148.060059,5103.149902,5114.620117,5114.620117,84862300.0
2017-09-08,5099.310059,5117.8901369999985,5086.509765999999,5113.490234000001,5113.490234000001,84096300.0
2017-09-11,5145.779785,5180.25,5145.779785,5176.709961,5176.709961,76915100.0
2017-09-12,5192.75,5219.080078,5184.470215,5209.009765999999,5209.009765999999,79355100.0
2017-09-13,5205.209961,5227.0,5200.209961,5217.589844,5217.589844,86353100.0
2017-09-14,5205.180176,5233.540039,5201.649902,5225.200195,5225.200195,79396000.0
2017-09-15,5220.8901369999985,5237.169922,5201.970215,5213.910156,5213.910156,259691200.0
2017-09-18,5231.990234000001,5239.879883,5221.560059,5229.319824,5229.319824,61537100.0
2017-09-19,5223.290039,5238.290039,5219.709961,5237.439941,5237.439941,66921900.0
2017-09-20,5230.509765999999,5248.790039,5230.02002,5241.660156,5241.660156,65750000.0
2017-09-21,5259.02002,5275.419922,5257.439941,5267.290039,5267.290039,84829300.0
2017-09-22,5277.3901369999985,5295.930176,5271.879883,5281.290039,5281.290039,71447900.0
2017-09-25,5267.990234000001,5286.830078,5260.459961,5267.129883,5267.129883,64221800.0
2017-09-26,5263.950195,5274.580078,5255.1098630000015,5268.759765999999,5268.759765999999,70839200.0
2017-09-27,5281.299805,5289.8901369999985,5272.319824,5281.959961,5281.959961,74049900.0
2017-09-28,5286.049805,5295.27002,5279.100098,5293.77002,5293.77002,67809900.0
2017-09-29,5297.419922,5329.810059,5284.740234000001,5329.810059,5329.810059,85230900.0
2017-10-02,5332.919922,5350.439941,5326.660156,5350.439941,5350.439941,68575600.0
2017-10-03,5362.75,5370.8901369999985,5355.299805,5367.410156,5367.410156,58748500.0
2017-10-04,5369.240234000001,5369.450195,5345.200195,5363.22998,5363.22998,80019900.0
2017-10-05,5355.910156,5381.740234000001,5355.910156,5379.209961,5379.209961,70314300.0
